"","id","date","tavg"
"2182","RSM00037001",2005-12-21,0.9
"2183","RSM00037001",2005-12-22,6
"2184","RSM00037001",2005-12-23,1.9
"2185","RSM00037001",2005-12-24,-1.5
"2186","RSM00037001",2005-12-25,-2.1
"2187","RSM00037001",2005-12-26,6.8
"2188","RSM00037001",2005-12-27,8.2
"2189","RSM00037001",2005-12-28,10
"2190","RSM00037001",2005-12-29,9.5
"2191","RSM00037001",2005-12-30,6.9
"2192","RSM00037001",2005-12-31,9.5
"2193","RSM00037018",2003-01-01,9.1
"2194","RSM00037018",2003-01-02,7
"2195","RSM00037018",2003-01-03,9.7
"2196","RSM00037018",2003-01-04,10
"2197","RSM00037018",2003-01-05,9.2
"2198","RSM00037018",2003-01-06,11.5
"2199","RSM00037018",2003-01-07,7.7
"2200","RSM00037018",2003-01-08,9.3
"2201","RSM00037018",2003-01-09,7.4
"2202","RSM00037018",2003-01-10,6
"2203","RSM00037018",2003-01-11,11
"2204","RSM00037018",2003-01-12,7.3
"2205","RSM00037018",2003-01-13,1.7
"2206","RSM00037018",2003-01-14,1.3
"2207","RSM00037018",2003-01-15,3
"2208","RSM00037018",2003-01-16,4.9
"2209","RSM00037018",2003-01-17,6.6
"2210","RSM00037018",2003-01-18,6.5
"2211","RSM00037018",2003-01-19,5.3
"2212","RSM00037018",2003-01-20,6
"2213","RSM00037018",2003-01-21,4.2
"2214","RSM00037018",2003-01-22,5.4
"2215","RSM00037018",2003-01-23,7.4
"2216","RSM00037018",2003-01-24,10.2
"2217","RSM00037018",2003-01-25,9.1
"2218","RSM00037018",2003-01-26,5.5
"2219","RSM00037018",2003-01-27,4.7
"2220","RSM00037018",2003-01-28,4.2
"2221","RSM00037018",2003-01-29,6.1
"2222","RSM00037018",2003-01-30,10.2
"2223","RSM00037018",2003-01-31,12
"2224","RSM00037018",2003-02-01,10.8
"2225","RSM00037018",2003-02-02,6.9
"2226","RSM00037018",2003-02-03,9.7
"2227","RSM00037018",2003-02-04,3.3
"2228","RSM00037018",2003-02-05,5.8
"2229","RSM00037018",2003-02-06,11.4
"2230","RSM00037018",2003-02-07,14
"2231","RSM00037018",2003-02-08,13
"2232","RSM00037018",2003-02-09,6.6
"2233","RSM00037018",2003-02-10,5.2
"2234","RSM00037018",2003-02-11,3.5
"2235","RSM00037018",2003-02-12,3.3
"2236","RSM00037018",2003-02-13,4.1
"2237","RSM00037018",2003-02-14,2.3
"2238","RSM00037018",2003-02-15,0.7
"2239","RSM00037018",2003-02-16,2.1
"2240","RSM00037018",2003-02-17,0.3
"2241","RSM00037018",2003-02-18,2.2
"2242","RSM00037018",2003-02-19,-0.4
"2243","RSM00037018",2003-02-20,0.4
"2244","RSM00037018",2003-02-21,0.3
"2245","RSM00037018",2003-02-22,0.7
"2246","RSM00037018",2003-02-23,2
"2247","RSM00037018",2003-02-24,4.4
"2248","RSM00037018",2003-02-25,2.9
"2249","RSM00037018",2003-02-26,2
"2250","RSM00037018",2003-02-27,3.9
"2251","RSM00037018",2003-02-28,3.8
"2252","RSM00037018",2003-03-01,5.3
"2253","RSM00037018",2003-03-02,5.3
"2254","RSM00037018",2003-03-03,8.2
"2255","RSM00037018",2003-03-04,9.3
"2256","RSM00037018",2003-03-05,10.9
"2257","RSM00037018",2003-03-06,13.2
"2258","RSM00037018",2003-03-07,9.4
"2259","RSM00037018",2003-03-08,7.5
"2260","RSM00037018",2003-03-09,7.6
"2261","RSM00037018",2003-03-10,6.1
"2262","RSM00037018",2003-03-11,6.2
"2263","RSM00037018",2003-03-12,6.2
"2264","RSM00037018",2003-03-13,6.8
"2265","RSM00037018",2003-03-14,7.9
"2266","RSM00037018",2003-03-15,7.5
"2267","RSM00037018",2003-03-16,5
"2268","RSM00037018",2003-03-17,4.9
"2269","RSM00037018",2003-03-18,6
"2270","RSM00037018",2003-03-19,6.4
"2271","RSM00037018",2003-03-20,3.7
"2272","RSM00037018",2003-03-21,3.6
"2273","RSM00037018",2003-03-22,-1.1
"2274","RSM00037018",2003-03-23,1.1
"2275","RSM00037018",2003-03-24,3.7
"2276","RSM00037018",2003-03-25,5.8
"2277","RSM00037018",2003-03-26,6.4
"2278","RSM00037018",2003-03-27,5.6
"2279","RSM00037018",2003-03-28,4.1
"2280","RSM00037018",2003-03-29,4.4
"2281","RSM00037018",2003-03-30,5.4
"2282","RSM00037018",2003-03-31,7
"2283","RSM00037018",2003-04-01,9.5
"2284","RSM00037018",2003-04-02,6.9
"2285","RSM00037018",2003-04-03,7.5
"2286","RSM00037018",2003-04-04,9.2
"2287","RSM00037018",2003-04-05,8.8
"2288","RSM00037018",2003-04-06,11.1
"2289","RSM00037018",2003-04-07,9.5
"2290","RSM00037018",2003-04-08,12.1
"2291","RSM00037018",2003-04-09,7.4
"2292","RSM00037018",2003-04-10,6.9
"2293","RSM00037018",2003-04-11,7.5
"2294","RSM00037018",2003-04-12,9.1
"2295","RSM00037018",2003-04-13,10.1
"2296","RSM00037018",2003-04-14,14.7
"2297","RSM00037018",2003-04-15,16.9
"2298","RSM00037018",2003-04-16,13.7
"2299","RSM00037018",2003-04-17,10.5
"2300","RSM00037018",2003-04-18,11.9
"2301","RSM00037018",2003-04-19,11.3
"2302","RSM00037018",2003-04-20,9.9
"2303","RSM00037018",2003-04-21,8.1
"2304","RSM00037018",2003-04-22,8.6
"2305","RSM00037018",2003-04-23,10.8
"2306","RSM00037018",2003-04-24,12.7
"2307","RSM00037018",2003-04-25,11.9
"2308","RSM00037018",2003-04-26,12.9
"2309","RSM00037018",2003-04-27,11.4
"2310","RSM00037018",2003-04-28,9.4
"2311","RSM00037018",2003-04-29,11.1
"2312","RSM00037018",2003-04-30,11.6
"2313","RSM00037018",2003-05-01,12.4
"2314","RSM00037018",2003-05-02,14.1
"2315","RSM00037018",2003-05-03,14.8
"2316","RSM00037018",2003-05-04,16
"2317","RSM00037018",2003-05-05,15.9
"2318","RSM00037018",2003-05-06,14.8
"2319","RSM00037018",2003-05-07,14.7
"2320","RSM00037018",2003-05-08,13.1
"2321","RSM00037018",2003-05-09,13.5
"2322","RSM00037018",2003-05-10,14.3
"2323","RSM00037018",2003-05-11,17.1
"2324","RSM00037018",2003-05-12,17.1
"2325","RSM00037018",2003-05-13,17.3
"2326","RSM00037018",2003-05-14,20.4
"2327","RSM00037018",2003-05-15,20.2
"2328","RSM00037018",2003-05-16,19.8
"2329","RSM00037018",2003-05-17,18.7
"2330","RSM00037018",2003-05-18,18.6
"2331","RSM00037018",2003-05-19,19
"2332","RSM00037018",2003-05-20,19.5
"2333","RSM00037018",2003-05-21,19.8
"2334","RSM00037018",2003-05-22,21.6
"2335","RSM00037018",2003-05-23,21.2
"2336","RSM00037018",2003-05-24,22
"2337","RSM00037018",2003-05-25,22.8
"2338","RSM00037018",2003-05-26,21.4
"2339","RSM00037018",2003-05-27,20.8
"2340","RSM00037018",2003-05-28,20.4
"2341","RSM00037018",2003-05-29,21.2
"2342","RSM00037018",2003-05-30,19.8
"2343","RSM00037018",2003-05-31,20.4
"2344","RSM00037018",2003-06-01,19
"2345","RSM00037018",2003-06-02,19.8
"2346","RSM00037018",2003-06-03,17.7
"2347","RSM00037018",2003-06-04,17.6
"2348","RSM00037018",2003-06-05,16.4
"2349","RSM00037018",2003-06-06,16.1
"2350","RSM00037018",2003-06-07,16.8
"2351","RSM00037018",2003-06-08,19.2
"2352","RSM00037018",2003-06-09,20
"2353","RSM00037018",2003-06-10,21
"2354","RSM00037018",2003-06-11,21.3
"2355","RSM00037018",2003-06-12,21.6
"2356","RSM00037018",2003-06-13,23
"2357","RSM00037018",2003-06-14,21.7
"2358","RSM00037018",2003-06-15,21.2
"2359","RSM00037018",2003-06-16,21.9
"2360","RSM00037018",2003-06-17,22
"2361","RSM00037018",2003-06-18,19.9
"2362","RSM00037018",2003-06-19,18.8
"2363","RSM00037018",2003-06-20,21.9
"2364","RSM00037018",2003-06-21,21.2
"2365","RSM00037018",2003-06-22,20
"2366","RSM00037018",2003-06-23,18.7
"2367","RSM00037018",2003-06-24,17.9
"2368","RSM00037018",2003-06-25,19.2
"2369","RSM00037018",2003-06-26,19.6
"2370","RSM00037018",2003-06-27,21.3
"2371","RSM00037018",2003-06-28,21.4
"2372","RSM00037018",2003-06-29,20.5
"2373","RSM00037018",2003-06-30,21.3
"2374","RSM00037018",2003-07-01,21.1
"2375","RSM00037018",2003-07-02,21.9
"2376","RSM00037018",2003-07-03,22.8
"2377","RSM00037018",2003-07-04,26.3
"2378","RSM00037018",2003-07-05,25.3
"2379","RSM00037018",2003-07-06,25.3
"2380","RSM00037018",2003-07-07,24.4
"2381","RSM00037018",2003-07-08,22.5
"2382","RSM00037018",2003-07-09,21.9
"2383","RSM00037018",2003-07-10,22.7
"2384","RSM00037018",2003-07-11,22.4
"2385","RSM00037018",2003-07-12,23.3
"2386","RSM00037018",2003-07-13,22.6
"2387","RSM00037018",2003-07-14,21.9
"2388","RSM00037018",2003-07-15,24.6
"2389","RSM00037018",2003-07-16,23.4
"2390","RSM00037018",2003-07-17,21.5
"2391","RSM00037018",2003-07-18,21.2
"2392","RSM00037018",2003-07-19,22.3
"2393","RSM00037018",2003-07-20,22.3
"2394","RSM00037018",2003-07-21,25
"2395","RSM00037018",2003-07-22,24.6
"2396","RSM00037018",2003-07-23,24.2
"2397","RSM00037018",2003-07-24,22.4
"2398","RSM00037018",2003-07-25,20.6
"2399","RSM00037018",2003-07-26,23
"2400","RSM00037018",2003-07-27,23.5
"2401","RSM00037018",2003-07-28,22.4
"2402","RSM00037018",2003-07-29,22
"2403","RSM00037018",2003-07-30,22.7
"2404","RSM00037018",2003-07-31,22.8
"2405","RSM00037018",2003-08-01,23.7
"2406","RSM00037018",2003-08-02,24.7
"2407","RSM00037018",2003-08-03,25.4
"2408","RSM00037018",2003-08-04,25.3
"2409","RSM00037018",2003-08-05,25.2
"2410","RSM00037018",2003-08-06,23.8
"2411","RSM00037018",2003-08-07,23.6
"2412","RSM00037018",2003-08-08,25.4
"2413","RSM00037018",2003-08-09,24.8
"2414","RSM00037018",2003-08-10,24.3
"2415","RSM00037018",2003-08-11,24.1
"2416","RSM00037018",2003-08-12,21.9
"2417","RSM00037018",2003-08-13,22.6
"2418","RSM00037018",2003-08-14,22.2
"2419","RSM00037018",2003-08-15,22
"2420","RSM00037018",2003-08-16,24.1
"2421","RSM00037018",2003-08-17,25.9
"2422","RSM00037018",2003-08-18,24.9
"2423","RSM00037018",2003-08-19,26.5
"2424","RSM00037018",2003-08-20,25.8
"2425","RSM00037018",2003-08-21,25.5
"2426","RSM00037018",2003-08-22,24.7
"2427","RSM00037018",2003-08-23,25
"2428","RSM00037018",2003-08-24,24.1
"2429","RSM00037018",2003-08-25,23.5
"2430","RSM00037018",2003-08-26,25
"2431","RSM00037018",2003-08-27,25.4
"2432","RSM00037018",2003-08-28,24.8
"2433","RSM00037018",2003-08-29,26.8
"2434","RSM00037018",2003-08-30,26.2
"2435","RSM00037018",2003-08-31,27.2
"2436","RSM00037018",2003-09-01,26.1
"2437","RSM00037018",2003-09-02,25.3
"2438","RSM00037018",2003-09-03,24.4
"2439","RSM00037018",2003-09-04,22.9
"2440","RSM00037018",2003-09-05,16
"2441","RSM00037018",2003-09-06,12.5
"2442","RSM00037018",2003-09-07,12.9
"2443","RSM00037018",2003-09-08,15.6
"2444","RSM00037018",2003-09-09,16.5
"2445","RSM00037018",2003-09-10,16.6
"2446","RSM00037018",2003-09-11,19.5
"2447","RSM00037018",2003-09-12,17.5
"2448","RSM00037018",2003-09-13,17
"2449","RSM00037018",2003-09-14,20.5
"2450","RSM00037018",2003-09-15,21.5
"2451","RSM00037018",2003-09-16,19.1
"2452","RSM00037018",2003-09-17,19.3
"2453","RSM00037018",2003-09-18,18.8
"2454","RSM00037018",2003-09-19,17.4
"2455","RSM00037018",2003-09-20,17.3
"2456","RSM00037018",2003-09-21,17.7
"2457","RSM00037018",2003-09-22,18.5
"2458","RSM00037018",2003-09-23,20.7
"2459","RSM00037018",2003-09-24,20.9
"2460","RSM00037018",2003-09-25,19.8
"2461","RSM00037018",2003-09-26,19.7
"2462","RSM00037018",2003-09-27,20.6
"2463","RSM00037018",2003-09-28,20.2
"2464","RSM00037018",2003-09-29,19.4
"2465","RSM00037018",2003-09-30,19.6
"2466","RSM00037018",2003-10-01,19.9
"2467","RSM00037018",2003-10-02,19.8
"2468","RSM00037018",2003-10-03,19.7
"2469","RSM00037018",2003-10-04,18.5
"2470","RSM00037018",2003-10-05,19.4
"2471","RSM00037018",2003-10-06,23.2
"2472","RSM00037018",2003-10-07,22.7
"2473","RSM00037018",2003-10-08,19.4
"2474","RSM00037018",2003-10-09,22.1
"2475","RSM00037018",2003-10-10,15.4
"2476","RSM00037018",2003-10-11,14.8
"2477","RSM00037018",2003-10-12,14.8
"2478","RSM00037018",2003-10-13,14.2
"2479","RSM00037018",2003-10-14,15
"2480","RSM00037018",2003-10-15,16.2
"2481","RSM00037018",2003-10-16,15.5
"2482","RSM00037018",2003-10-17,14.3
"2483","RSM00037018",2003-10-18,13.9
"2484","RSM00037018",2003-10-19,12.4
"2485","RSM00037018",2003-10-20,9.9
"2486","RSM00037018",2003-10-21,17.9
"2487","RSM00037018",2003-10-22,19.2
"2488","RSM00037018",2003-10-23,20.2
"2489","RSM00037018",2003-10-24,18.6
"2490","RSM00037018",2003-10-25,16.4
"2491","RSM00037018",2003-10-26,9.8
"2492","RSM00037018",2003-10-27,9.5
"2493","RSM00037018",2003-10-28,7.5
"2494","RSM00037018",2003-10-29,7.3
"2495","RSM00037018",2003-10-30,8.9
"2496","RSM00037018",2003-10-31,13
"2497","RSM00037018",2003-11-01,15.5
"2498","RSM00037018",2003-11-02,15.9
"2499","RSM00037018",2003-11-03,12
"2500","RSM00037018",2003-11-04,13.8
"2501","RSM00037018",2003-11-05,15.7
"2502","RSM00037018",2003-11-06,14.1
"2503","RSM00037018",2003-11-07,13.3
"2504","RSM00037018",2003-11-08,12.4
"2505","RSM00037018",2003-11-09,8.3
"2506","RSM00037018",2003-11-10,7.1
"2507","RSM00037018",2003-11-11,8.6
"2508","RSM00037018",2003-11-12,8.2
"2509","RSM00037018",2003-11-13,10.2
"2510","RSM00037018",2003-11-14,6.9
"2511","RSM00037018",2003-11-15,7.7
"2512","RSM00037018",2003-11-16,7.6
"2513","RSM00037018",2003-11-17,10.9
"2514","RSM00037018",2003-11-18,9.7
"2515","RSM00037018",2003-11-19,7.8
"2516","RSM00037018",2003-11-20,6.8
"2517","RSM00037018",2003-11-21,9.4
"2518","RSM00037018",2003-11-22,7.8
"2519","RSM00037018",2003-11-23,10.8
"2520","RSM00037018",2003-11-24,10
"2521","RSM00037018",2003-11-25,10.5
"2522","RSM00037018",2003-11-26,9.9
"2523","RSM00037018",2003-11-27,10.7
"2524","RSM00037018",2003-11-28,10.1
"2525","RSM00037018",2003-11-29,10.7
"2526","RSM00037018",2003-11-30,9.7
"2527","RSM00037018",2003-12-01,8.6
"2528","RSM00037018",2003-12-02,8.4
"2529","RSM00037018",2003-12-03,6.3
"2530","RSM00037018",2003-12-04,6.2
"2531","RSM00037018",2003-12-05,7
"2532","RSM00037018",2003-12-06,10.7
"2533","RSM00037018",2003-12-07,11.8
"2534","RSM00037018",2003-12-08,4.2
"2535","RSM00037018",2003-12-09,5.5
"2536","RSM00037018",2003-12-10,4.1
"2537","RSM00037018",2003-12-11,3.4
"2538","RSM00037018",2003-12-12,3.7
"2539","RSM00037018",2003-12-13,8.5
"2540","RSM00037018",2003-12-14,7.7
"2541","RSM00037018",2003-12-15,11.8
"2542","RSM00037018",2003-12-16,14
"2543","RSM00037018",2003-12-17,9.5
"2544","RSM00037018",2003-12-18,8.1
"2545","RSM00037018",2003-12-19,3.7
"2546","RSM00037018",2003-12-20,5.1
"2547","RSM00037018",2003-12-21,7.1
"2548","RSM00037018",2003-12-22,9.3
"2549","RSM00037018",2003-12-23,6.6
"2550","RSM00037018",2003-12-24,6.2
"2551","RSM00037018",2003-12-25,6.9
"2552","RSM00037018",2003-12-26,6.2
"2553","RSM00037018",2003-12-27,5.9
"2554","RSM00037018",2003-12-28,5.4
"2555","RSM00037018",2003-12-29,5.5
"2556","RSM00037018",2003-12-30,6.2
"2557","RSM00037018",2003-12-31,6.8
"2558","RSM00037018",2004-01-01,9.1
"2559","RSM00037018",2004-01-02,7.9
"2560","RSM00037018",2004-01-03,8.7
"2561","RSM00037018",2004-01-04,11.7
"2562","RSM00037018",2004-01-05,12.2
"2563","RSM00037018",2004-01-06,8.6
"2564","RSM00037018",2004-01-07,6.6
"2565","RSM00037018",2004-01-08,3.8
"2566","RSM00037018",2004-01-09,4.1
"2567","RSM00037018",2004-01-10,4.3
"2568","RSM00037018",2004-01-11,4.5
"2569","RSM00037018",2004-01-12,5.1
"2570","RSM00037018",2004-01-13,8.1
"2571","RSM00037018",2004-01-14,7.8
"2572","RSM00037018",2004-01-15,9.2
"2573","RSM00037018",2004-01-16,11.3
"2574","RSM00037018",2004-01-17,5.9
"2575","RSM00037018",2004-01-18,4.8
"2576","RSM00037018",2004-01-19,7.5
"2577","RSM00037018",2004-01-20,9.1
"2578","RSM00037018",2004-01-21,10.4
"2579","RSM00037018",2004-01-22,12.9
"2580","RSM00037018",2004-01-23,13.8
"2581","RSM00037018",2004-01-24,6.4
"2582","RSM00037018",2004-01-25,5.8
"2583","RSM00037018",2004-01-26,7.8
"2584","RSM00037018",2004-01-27,7.3
"2585","RSM00037018",2004-01-28,7.9
"2586","RSM00037018",2004-01-29,11.2
"2587","RSM00037018",2004-01-30,11.5
"2588","RSM00037018",2004-01-31,10
"2589","RSM00037018",2004-02-01,6.4
"2590","RSM00037018",2004-02-02,4.9
"2591","RSM00037018",2004-02-03,7
"2592","RSM00037018",2004-02-04,5.2
"2593","RSM00037018",2004-02-05,4.5
"2594","RSM00037018",2004-02-06,5.2
"2595","RSM00037018",2004-02-07,8.1
"2596","RSM00037018",2004-02-08,10.2
"2597","RSM00037018",2004-02-09,9.1
"2598","RSM00037018",2004-02-10,8.5
"2599","RSM00037018",2004-02-11,3.9
"2600","RSM00037018",2004-02-12,5.5
"2601","RSM00037018",2004-02-13,11.7
"2602","RSM00037018",2004-02-14,3.9
"2603","RSM00037018",2004-02-15,-0.4
"2604","RSM00037018",2004-02-16,1.9
"2605","RSM00037018",2004-02-17,3.1
"2606","RSM00037018",2004-02-18,3.1
"2607","RSM00037018",2004-02-19,4.9
"2608","RSM00037018",2004-02-20,4
"2609","RSM00037018",2004-02-21,1.5
"2610","RSM00037018",2004-02-22,0.5
"2611","RSM00037018",2004-02-23,1.5
"2612","RSM00037018",2004-02-24,5.9
"2613","RSM00037018",2004-02-25,8.7
"2614","RSM00037018",2004-02-26,10.1
"2615","RSM00037018",2004-02-27,11.4
"2616","RSM00037018",2004-02-28,14.4
"2617","RSM00037018",2004-02-29,13.6
"2618","RSM00037018",2004-03-01,13
"2619","RSM00037018",2004-03-02,10.9
"2620","RSM00037018",2004-03-03,8.1
"2621","RSM00037018",2004-03-04,7.6
"2622","RSM00037018",2004-03-05,4.3
"2623","RSM00037018",2004-03-06,1.3
"2624","RSM00037018",2004-03-07,0.2
"2625","RSM00037018",2004-03-08,4.1
"2626","RSM00037018",2004-03-09,6.2
"2627","RSM00037018",2004-03-10,9.3
"2628","RSM00037018",2004-03-11,8.4
"2629","RSM00037018",2004-03-12,7.5
"2630","RSM00037018",2004-03-13,8
"2631","RSM00037018",2004-03-14,7.9
"2632","RSM00037018",2004-03-15,7.6
"2633","RSM00037018",2004-03-16,6.5
"2634","RSM00037018",2004-03-17,5.8
"2635","RSM00037018",2004-03-18,6.9
"2636","RSM00037018",2004-03-19,6.6
"2637","RSM00037018",2004-03-20,7.7
"2638","RSM00037018",2004-03-21,10.3
"2639","RSM00037018",2004-03-22,12.5
"2640","RSM00037018",2004-03-23,15.7
"2641","RSM00037018",2004-03-24,18.6
"2642","RSM00037018",2004-03-25,15.6
"2643","RSM00037018",2004-03-26,11.7
"2644","RSM00037018",2004-03-27,11.5
"2645","RSM00037018",2004-03-28,14.5
"2646","RSM00037018",2004-03-29,11.6
"2647","RSM00037018",2004-03-30,6.5
"2648","RSM00037018",2004-03-31,7.2
"2649","RSM00037018",2004-04-01,8.6
"2650","RSM00037018",2004-04-02,7.5
"2651","RSM00037018",2004-04-03,-0.1
"2652","RSM00037018",2004-04-04,-0.1
"2653","RSM00037018",2004-04-05,2.9
"2654","RSM00037018",2004-04-06,8.5
"2655","RSM00037018",2004-04-07,13.4
"2656","RSM00037018",2004-04-08,13.6
"2657","RSM00037018",2004-04-09,14.8
"2658","RSM00037018",2004-04-10,14
"2659","RSM00037018",2004-04-11,16.5
"2660","RSM00037018",2004-04-12,18.8
"2661","RSM00037018",2004-04-13,16.8
"2662","RSM00037018",2004-04-14,16.9
"2663","RSM00037018",2004-04-15,9
"2664","RSM00037018",2004-04-16,11.2
"2665","RSM00037018",2004-04-17,11.1
"2666","RSM00037018",2004-04-18,10.5
"2667","RSM00037018",2004-04-19,14.8
"2668","RSM00037018",2004-04-20,14.2
"2669","RSM00037018",2004-04-21,15.5
"2670","RSM00037018",2004-04-22,16.9
"2671","RSM00037018",2004-04-23,12.7
"2672","RSM00037018",2004-04-24,11.4
"2673","RSM00037018",2004-04-25,12.6
"2674","RSM00037018",2004-04-26,12.8
"2675","RSM00037018",2004-04-27,16.8
"2676","RSM00037018",2004-04-28,19
"2677","RSM00037018",2004-04-29,14.1
"2678","RSM00037018",2004-04-30,12.4
"2679","RSM00037018",2004-05-01,13.1
"2680","RSM00037018",2004-05-02,15.6
"2681","RSM00037018",2004-05-03,18.5
"2682","RSM00037018",2004-05-04,14.9
"2683","RSM00037018",2004-05-05,15.7
"2684","RSM00037018",2004-05-06,16.2
"2685","RSM00037018",2004-05-07,18.5
"2686","RSM00037018",2004-05-08,17.7
"2687","RSM00037018",2004-05-09,17.9
"2688","RSM00037018",2004-05-10,18.1
"2689","RSM00037018",2004-05-11,17.2
"2690","RSM00037018",2004-05-12,14
"2691","RSM00037018",2004-05-13,13.9
"2692","RSM00037018",2004-05-14,15.9
"2693","RSM00037018",2004-05-15,17.4
"2694","RSM00037018",2004-05-16,15.7
"2695","RSM00037018",2004-05-17,12.3
"2696","RSM00037018",2004-05-18,14
"2697","RSM00037018",2004-05-19,13
"2698","RSM00037018",2004-05-20,12.2
"2699","RSM00037018",2004-05-21,14.9
"2700","RSM00037018",2004-05-22,16
"2701","RSM00037018",2004-05-23,19.4
"2702","RSM00037018",2004-05-24,18.6
"2703","RSM00037018",2004-05-25,19.6
"2704","RSM00037018",2004-05-26,15.1
"2705","RSM00037018",2004-05-27,14.2
"2706","RSM00037018",2004-05-28,14.6
"2707","RSM00037018",2004-05-29,15.8
"2708","RSM00037018",2004-05-30,15.9
"2709","RSM00037018",2004-05-31,18.1
"2710","RSM00037018",2004-06-01,16.3
"2711","RSM00037018",2004-06-02,16
"2712","RSM00037018",2004-06-03,16.1
"2713","RSM00037018",2004-06-04,16.5
"2714","RSM00037018",2004-06-05,17.3
"2715","RSM00037018",2004-06-06,20.7
"2716","RSM00037018",2004-06-07,20.8
"2717","RSM00037018",2004-06-08,18.1
"2718","RSM00037018",2004-06-09,17.3
"2719","RSM00037018",2004-06-10,17.6
"2720","RSM00037018",2004-06-11,14.3
"2721","RSM00037018",2004-06-12,15.3
"2722","RSM00037018",2004-06-13,17.4
"2723","RSM00037018",2004-06-14,19.3
"2724","RSM00037018",2004-06-15,20.1
"2725","RSM00037018",2004-06-16,19.7
"2726","RSM00037018",2004-06-17,19.7
"2727","RSM00037018",2004-06-18,21
"2728","RSM00037018",2004-06-19,23.5
"2729","RSM00037018",2004-06-20,24.3
"2730","RSM00037018",2004-06-21,23.3
"2731","RSM00037018",2004-06-22,22.8
"2732","RSM00037018",2004-06-23,22.6
"2733","RSM00037018",2004-06-24,21.6
"2734","RSM00037018",2004-06-25,22.4
"2735","RSM00037018",2004-06-26,22.8
"2736","RSM00037018",2004-06-27,23.1
"2737","RSM00037018",2004-06-28,21.5
"2738","RSM00037018",2004-06-29,19.7
"2739","RSM00037018",2004-06-30,20.5
"2740","RSM00037018",2004-07-01,18.4
"2741","RSM00037018",2004-07-02,17.9
"2742","RSM00037018",2004-07-03,19.9
"2743","RSM00037018",2004-07-04,21.9
"2744","RSM00037018",2004-07-05,22.3
"2745","RSM00037018",2004-07-06,24.2
"2746","RSM00037018",2004-07-07,25.1
"2747","RSM00037018",2004-07-08,26
"2748","RSM00037018",2004-07-09,25
"2749","RSM00037018",2004-07-10,23.9
"2750","RSM00037018",2004-07-11,23.1
"2751","RSM00037018",2004-07-12,22.6
"2752","RSM00037018",2004-07-13,23.4
"2753","RSM00037018",2004-07-14,24.1
"2754","RSM00037018",2004-07-15,21.4
"2755","RSM00037018",2004-07-16,20.3
"2756","RSM00037018",2004-07-17,19.9
"2757","RSM00037018",2004-07-18,22
"2758","RSM00037018",2004-07-19,23.5
"2759","RSM00037018",2004-07-20,23.8
"2760","RSM00037018",2004-07-21,25.1
"2761","RSM00037018",2004-07-22,23.9
"2762","RSM00037018",2004-07-23,20.5
"2763","RSM00037018",2004-07-24,19.9
"2764","RSM00037018",2004-07-25,22.7
"2765","RSM00037018",2004-07-26,21.7
"2766","RSM00037018",2004-07-27,23.8
"2767","RSM00037018",2004-07-28,24.3
"2768","RSM00037018",2004-07-29,25.1
"2769","RSM00037018",2004-07-30,26
"2770","RSM00037018",2004-07-31,26.7
"2771","RSM00037018",2004-08-01,26.8
"2772","RSM00037018",2004-08-02,26.9
"2773","RSM00037018",2004-08-03,23.8
"2774","RSM00037018",2004-08-04,21.4
"2775","RSM00037018",2004-08-05,24.2
"2776","RSM00037018",2004-08-06,24.6
"2777","RSM00037018",2004-08-07,25.5
"2778","RSM00037018",2004-08-08,25.6
"2779","RSM00037018",2004-08-09,24.9
"2780","RSM00037018",2004-08-10,24.3
"2781","RSM00037018",2004-08-11,22.4
"2782","RSM00037018",2004-08-12,20.9
"2783","RSM00037018",2004-08-13,21.3
"2784","RSM00037018",2004-08-14,22
"2785","RSM00037018",2004-08-15,23.2
"2786","RSM00037018",2004-08-16,24.3
"2787","RSM00037018",2004-08-17,25.5
"2788","RSM00037018",2004-08-18,26
"2789","RSM00037018",2004-08-19,23.8
"2790","RSM00037018",2004-08-20,22.8
"2791","RSM00037018",2004-08-21,22
"2792","RSM00037018",2004-08-22,23.1
"2793","RSM00037018",2004-08-23,24.2
"2794","RSM00037018",2004-08-24,22.4
"2795","RSM00037018",2004-08-25,21.9
"2796","RSM00037018",2004-08-26,22.3
"2797","RSM00037018",2004-08-27,24.3
"2798","RSM00037018",2004-08-28,25.6
"2799","RSM00037018",2004-08-29,24.3
"2800","RSM00037018",2004-08-30,23.4
"2801","RSM00037018",2004-08-31,22.5
"2802","RSM00037018",2004-09-01,22.9
"2803","RSM00037018",2004-09-02,24.6
"2804","RSM00037018",2004-09-03,24.8
"2805","RSM00037018",2004-09-04,23.1
"2806","RSM00037018",2004-09-05,21.2
"2807","RSM00037018",2004-09-06,15.5
"2808","RSM00037018",2004-09-07,18
"2809","RSM00037018",2004-09-08,18.6
"2810","RSM00037018",2004-09-09,18.8
"2811","RSM00037018",2004-09-10,16.3
"2812","RSM00037018",2004-09-11,15.9
"2813","RSM00037018",2004-09-12,16.8
"2814","RSM00037018",2004-09-13,17.7
"2815","RSM00037018",2004-09-14,19.8
"2816","RSM00037018",2004-09-15,20
"2817","RSM00037018",2004-09-16,20.6
"2818","RSM00037018",2004-09-17,20.6
"2819","RSM00037018",2004-09-18,19.8
"2820","RSM00037018",2004-09-19,21.6
"2821","RSM00037018",2004-09-20,22.1
"2822","RSM00037018",2004-09-21,21.6
